avg_vol_3month,c_level,company_name,e_score,ebitda,employees,enterprise_value,fifty_day_moving_avg,forward_pe,g_score,held_by_insiders,held_by_institutions,hq,industry,market_cap,peg_ratio,profit_margin,return_on_assets,return_on_equity,revenue,s_score,sector,ticker_name,tot_cash,tot_debt,tot_esg_score,trailing_pe,twohundred_day_moving_avg
179.13k,,"Iteris, Inc.",,-2.95M,414,160.99M,4.6397, ,,1.89%,55.95%,"1700 Carnegie Avenue Santa Ana, CA 92705-5551",Communication Equipment,186.76M, ,-4.92%,-4.13%,-11.55%,114.12M,,Technology,ITI,25.77M,13.93M,, ,4.4330
1.26M,,Iterum Therapeutics plc,,-94.29M,44,31.70M,1.3306, ,,3.58%,70.07%,"Harcourt Centre Block 2, Floor 3 Harcourt Street",Biotechnology,20.44M, ,0.00%,-89.82%,"-1,995.15%",N/A,,Healthcare,ITRM,24.47M,42.76M,, ,2.4785
316.29k,,"Itron, Inc.",,259.66M,"6,700",3.65B,67.14,46.51,,1.25%,100.81%,"2111 North Molter Road Liberty Lake, WA 99019",Scientific & Technical Instruments,2.80B,1.86,2.40%,3.24%,8.08%,2.49B,,Technology,ITRI,554.52M,1.4B,,46.81,69.03
47.15k,,Ituran Location and Control Ltd.,,67.33M,"3,000",376.12M,16.18, ,,19.88%,53.97%,3 Hashikma Street Azour Industrial Zone POB 163,Communication Equipment,354.01M, ,1.90%,8.14%,4.43%,274.1M,,Technology,ITRN,50.13M,72.23M,,58.00,18.56
1.11M,,"IVERIC bio, Inc.",,-66.7M,44,286.63M,4.8615, ,,0.96%,83.00%,One Penn Plaza 19th Floor Suite 3520,Biotechnology,394.65M, ,0.00%,-34.85%,-56.21%,N/A,,Healthcare,ISEE,108.35M,325k,,4.69,4.8654
15.69M,,"IZEA Worldwide, Inc.",,-5.5M,117,38.34M,1.3146, ,,12.28%,11.12%,480 North Orlando Avenue Suite 200,Internet Content & Information,42.72M, ,-61.41%,-21.50%,-162.29%,18.93M,,Communication Services,IZEA,5.63M,1.26M,, ,0.5611
261,,"J.W. Mays, Inc.",,2.02M,29,77.17M,22.59, ,,80.04%,3.86%,"Nine Bond Street Brooklyn, NY 11201",Real Estate Services,44.35M, ,0.65%,0.21%,0.24%,19.92M,,Real Estate,MAYS,6.13M,38.95M,,314.29,25.09
840.36k,1,"J.B. Hunt Transport Services, Inc.",6.3,1.24B,"29,056",14.90B,123.06,29.07,6.3,20.67%,77.55%,"615 J.B. Hunt Corporate Drive Lowell, AR 72745-0130",Integrated Freight & Logistics,13.87B,2.50,5.30%,8.27%,21.64%,9.24B,8.4,Industrials,JBHT,274.65M,1.31B,21,28.77,108.29
794.96k,,"J2 Global, Inc.",,519.34M,"3,090",3.71B,65.84,25.13,,5.76%,107.90%,700 South Flower Street Suite 1500 15th Floor,Software—Infrastructure,2.66B, ,12.81%,5.87%,15.66%,1.4B,,Technology,JCOM,526.55M,1.58B,,15.49,79.01
546.67k,0,"Jack Henry & Associates, Inc.",0.2,472.83M,"6,402",13.99B,180.30,45.45,7.2,0.81%,93.66%,663 West Highway 60 PO Box 807,Information Technology Services,14.04B,3.59,17.64%,11.41%,20.16%,1.68B,11.5,Technology,JKHY,109.51M,123.02M,19,47.61,167.48
678.12k,,Jack in the Box Inc.,,204.36M,"5,200",3.95B,73.70,17.33,,1.87%,110.28%,"9330 Balboa Avenue San Diego, CA 92123",Restaurants,1.76B,1.02,5.64%,6.84%,N/A,967.42M,,Consumer Cyclical,JACK,132.16M,2.33B,,35.39,65.75
4.54M,,"Jaguar Health, Inc.",,-22.61M,29,29.62M,0.5794,322.58,,10.37%,6.21%,201 Mission Street Suite 2375,Biotechnology,21.69M, ,0.00%,-41.14%,-235.60%,5.05M,,Healthcare,JAGX,1.22M,7.76M,,0.09,0.5754
387.94k,,"JAKKS Pacific, Inc.",,19.36M,637,186.55M,7.61, ,,40.71%,38.58%,"2951 28th Street Santa Monica, CA 90405",Leisure,22.00M, ,-6.46%,0.65%,-505.08%,594.38M,,Consumer Cyclical,JAKK,39.47M,204.01M,, ,7.03
191.03k,,"James River Group Holdings, Ltd.",,940k,800,1.55B,44.49,21.28,,3.04%,100.84%,Wellesley House 2nd Floor 90 Pitts Bay Road,Insurance—Specialty,1.46B, ,-2.64%,-0.05%,-2.88%,803.28M,,Financial Services,JRVR,362.28M,381.36M,,27.70,39.57
99.93k,,JanOne Inc.,,-8.88M,199,11.16M,3.2600, ,,52.97%,2.03%,325 East Warm Springs Road Suite 102,Waste Management,6.96M, ,-32.80%,-26.77%,-87.19%,37.25M,,Industrials,JAN,837k,5.04M,, ,3.0509
679.37k,2,Jazz Pharmaceuticals plc,0.2,978.43M,"1,620",7.04B,109.59,9.49,7.7,2.84%,96.73%,Waterloo Exchange Fifth Floor Waterloo Road,Biotechnology,6.25B,4.98,12.81%,7.82%,10.12%,2.19B,19.4,Healthcare,JAZZ,981.6M,1.78B,27,23.54,117.72
15.29M,2,"JD.com, Inc.",7.3,N/A,"220,000",91.44B,61.16,42.73,8.7,7.60%,50.21%,"Building A 20th Floor No. 18 Kechuang 11 Street Yizhuang Eco & Tech Dev Zn, Daxing Dist.",Internet Retail,96.92B,1.11,0.99%,1.64%,6.11%,N/A,8.8,Consumer Cyclical,JD,N/A,N/A,25,106.30,47.68
13.75k,,"Jerash Holdings (US), Inc.",,9.18M,"4,100",28.52M,4.7824,6.51,,77.75%,7.41%,277 Fairfield Road Suite 338,Apparel Manufacturing,53.79M, ,6.96%,7.56%,12.32%,93.02M,,Consumer Cyclical,JRSH,26.13M,860.25k,,8.33,5.2505
17.75M,,JetBlue Airways Corporation,,1.08B,"18,698",5.11B,11.23,5.24,,0.98%,105.71%,"27-01 Queens Plaza North Long Island City, NY 11101",Airlines,2.89B,0.89,3.32%,3.17%,5.77%,7.81B,,Industrials,JBLU,1.8B,4.02B,,13.39,12.71
1.94k,,Jewett-Cameron Trading Company Ltd.,,2.64M,58,22.37M,6.90, ,,16.07%,44.92%,"32275 NW Hillcrest Street North Plains, OR 97133",Lumber & Wood Production,24.96M, ,4.09%,6.89%,9.19%,42.75M,,Basic Materials,JCTCF,3.27M,680.71k,,15.26,6.59
1.73M,,Jiayin Group Inc.,,N/A,970,190.23M,4.1974,4.86,,0.00%,0.63%,"Building No. 1 26th Floor Youyou Century Plaza 428 South Yanggao Road, Pudong New Area",Internet Content & Information,205.84M, ,17.33%,25.00%,N/A,N/A,,Communication Services,JFIN,N/A,N/A,,4.58,3.1860
71.75k,,"John B. Sanfilippo & Son, Inc.",,93.8M,"1,470",1.10B,85.11, ,,1.49%,93.28%,"1703 North Randall Road Elgin, IL 60123",Packaged Foods,1.04B, ,6.18%,11.30%,22.60%,892.65M,,Consumer Defensive,JBSS,993k,66.77M,,18.79,83.03
38.19k,,Johnson Outdoors Inc.,,78.61M,"1,200",812.28M,87.13,11.65,,9.69%,74.49%,"555 Main Street Racine, WI 53403",Leisure,904.11M, ,9.24%,9.21%,16.30%,571.41M,,Consumer Cyclical,JOUT,131.26M,39.43M,,17.11,72.14
263.62k,,"Jounce Therapeutics, Inc.",,42.95M,131,48.19M,6.0387, ,,12.88%,74.64%,"780 Memorial Drive Cambridge, MA 02139",Biotechnology,176.05M, ,31.23%,12.34%,34.63%,136.89M,,Healthcare,JNCE,146.97M,19.1M,,4.10,5.5117
1.22M,,JOYY Inc.,,N/A,"9,273",3.69B,84.56,17.06,,1.43%,72.13%,"Building B-1 North Block of Wanda Plaza No. 79 Wanbo Er Road Nancun Town, Panyu District",Internet Content & Information,6.60B, ,2.31%,0.99%,2.71%,N/A,,Communication Services,YY,N/A,N/A,,194.00,64.99
120.69k,,Kaiser Aluminum Corporation,,183.6M,"2,820",1.25B,71.94,26.39,,2.03%,103.62%,27422 Portola Parkway Suite 200,Aluminum,1.07B, ,2.69%,5.05%,5.09%,1.39B,,Basic Materials,KALU,710.6M,864.1M,,17.27,80.10
175.31k,,Kaixin Auto Holdings,,-59.17M,279,75.53M,0.8841, ,,56.94%,0.95%,"18 Jiuxianqiao Middle Road 5th Floor, North Wing Chaoyang District",Shell Companies,59.50M, ,-13.78%,-30.20%,N/A,334.7M,,Financial Services,KXIN,3.27M,19.23M,,0.97,0.9601
1.04M,,"Kala Pharmaceuticals, Inc.",,-83.4M,136,489.68M,11.43, ,,0.98%,67.19%,490 Arsenal Way Suite 120,Biotechnology,585.02M, ,0.00%,-23.13%,-81.22%,5.76M,,Healthcare,KALA,196.46M,101.12M,, ,9.23
170k,,"Kaleido Biosciences, Inc.",,-83.7M,91,188.65M,7.02, ,,7.20%,80.56%,"65 Hayden Avenue Lexington, MA 02421",Biotechnology,221.85M, ,0.00%,-53.70%,-121.72%,N/A,,Healthcare,KLDO,53.8M,20.61M,, ,6.66
135.07k,,"KalVista Pharmaceuticals, Inc.",,-40.02M,56,159.88M,11.74, ,,9.57%,94.47%,55 Cambridge Parkway Suite 901 East,Biotechnology,225.95M, ,-229.44%,-24.05%,-32.26%,12.69M,,Healthcare,KALV,67.71M,1.65M,, ,11.92
149.37k,,Kamada Ltd.,,26.05M,429,306.52M,8.53,20.20,,19.82%,38.75%,2 Holzman Street Science Park PO Box 4081,Drug Manufacturers—Specialty & Generic,397.73M, ,16.87%,8.20%,15.92%,133.68M,,Healthcare,KMDA,96.41M,5.19M,,16.24,7.04
707.62k,,"Kandi Technologies Group, Inc.",,5.53M,594,286.96M,3.8100, ,,28.59%,4.42%,Jinhua City Industrial Zone Jinhua 321016,Auto Parts,226.20M, ,-3.51%,-0.40%,-1.97%,124.05M,,Consumer Cyclical,KNDI,3.72M,64.63M,, ,3.5998
69.16k,,Kazia Therapeutics Limited,,N/A,,24.38M,3.5126, ,,0.00%,3.56%,Three International Towers Level 24 300 Barangaroo Avenue,Biotechnology,28.98M, ,0.00%,-25.94%,-66.12%,N/A,,Healthcare,KZIA,N/A,N/A,, ,3.4559
6.41k,,KBL Merger Corp. IV,,N/A,,50.19M,10.92, ,,72.41%,22.62%,150 West 56th Street Suite 5901,Shell Companies,48.40M, ,0.00%,-1.89%,-10.81%,N/A,,Financial Services,KBLM,283.39k,2.87M,,265.51,10.70
346.56k,,Kearny Financial Corp.,,N/A,524, ,7.99,19.19,,9.58%,67.07%,"120 Passaic Avenue Fairfield, NJ 07004",Banks—Regional,706.62M, ,25.08%,0.60%,3.60%,159.81M,,Financial Services,KRNY,59.99M,1.42B,,16.41,9.55
208.78k,,"Kelly Services, Inc.",,110.2M,"7,700",654.31M,15.13,29.15,,7.09%,84.04%,"999 West Big Beaver Road Troy, MI 48084-4782",Staffing & Employment Services,609.01M,2.91,-1.20%,2.12%,-5.52%,5.23B,,Industrials,KELYA,48.3M,93.6M,,5.47,15.55
390,,"Kelly Services, Inc.",,110.2M,"7,700",654.31M,15.13,27.70,,91.69%,5.72%,"999 West Big Beaver Road Troy, MI 48084-4782",Staffing & Employment Services,609.01M,2.77,-1.20%,2.12%,-5.52%,5.23B,,Industrials,KELYB,48.3M,93.6M,,6.12,15.51
91.92k,,"Keros Therapeutics, Inc.",,-17.98M,26,583.93M,34.28, ,,12.64%,36.99%,99 Hayden Avenue Suite 120 Building E,Biotechnology,561.54M, ,-280.60%,N/A,N/A,7.5M,,Healthcare,KROS,54.52M,1.19M,, ,30.99
2.97k,,Kewaunee Scientific Corporation,,224.33k,,35.43M,9.38, ,,17.92%,41.89%,"2700 West Front Street Statesville, NC 28677","Furnishings, Fixtures & Appliances",25.99M, ,-3.18%,-1.71%,-10.70%,147.54M,,Consumer Cyclical,KEQU,4.37M,13.8M,,84.68,9.98
23.6k,,Key Tronic Corporation,,12.98M,"4,067",153.97M,5.64, ,,6.56%,53.73%,"4424 North Sullivan Road Spokane Valley, WA 99216",Computer Hardware,74.99M, ,0.93%,1.74%,3.63%,439.04M,,Technology,KTCC,1.3M,85.7M,,18.34,4.84
880.02k,,"Kezar Life Sciences, Inc.",,-38.15M,40,106.15M,5.1924, ,,34.18%,35.56%,4000 Shoreline Court Suite 300,Biotechnology,223.35M, ,0.00%,-19.94%,-33.33%,N/A,,Healthcare,KZR,123.35M,6.15M,,0.63,4.6370
73.32k,,"Kimball Electronics, Inc.",,72.45M,"6,300",405.92M,13.20, ,,3.92%,63.09%,"1205 Kimball Boulevard Jasper, IN 47546",Electrical Equipment & Parts,341.83M, ,2.19%,3.47%,7.35%,1.23B,,Industrials,KE,58.31M,124.44M,,13.03,13.66
187.58k,,"Kimball International, Inc.",,82.55M,"3,000",331.63M,11.29, ,,3.24%,68.88%,"1600 Royal Street Jasper, IN 47549","Furnishings, Fixtures & Appliances",399.76M, ,5.60%,11.33%,19.31%,767.36M,,Consumer Cyclical,KBAL,90.29M,22.16M,,9.41,13.44
423.6k,,"Kindred Biosciences, Inc.",,-64.41M,156,132.47M,4.2632, ,,5.96%,67.66%,1555 Bayshore Highway Suite 200,Drug Manufacturers—Specialty & Generic,163.44M, ,0.00%,-36.96%,-75.26%,4.34M,,Healthcare,KIN,53.45M,22.47M,, ,6.0970
33.46k,,"Kingstone Companies, Inc.",,-1.9M,97,60.03M,4.87,26.25,,16.24%,47.67%,"15 Joys Lane Kingston, NY 12401",Insurance—Property & Casualty,56.10M, ,-2.97%,-0.99%,-5.07%,137.29M,,Financial Services,KINS,25.59M,30.72M,, ,5.73
337.44k,,"Kiniksa Pharmaceuticals, Ltd.",,-129.51M,135,1.25B,23.24, ,,6.96%,69.97%,Clarendon House 2 Church Street,Biotechnology,1.45B, ,0.00%,-28.77%,-47.80%,N/A,,Healthcare,KNSA,204.21M,2.24M,,4.94,18.97
33.31M,,Kitov Pharma Ltd,,-6.79M,9,113.28M,0.7600, ,,4.67%,28.19%,One Azrieli Center 19th Floor Round Tower 132 Menachem Begin Road,Biotechnology,119.45M, ,0.00%,-28.87%,-53.91%,1M,,Healthcare,KTOV,4.39M,223k,, ,0.5769
1.37M,,"KLX Energy Services Holdings, Inc.",,32.4M,790,175.65M,2.2762,7.22,,11.01%,79.29%,"1300 Corporate Center Way Wellington, FL 33414",Oil & Gas Equipment & Services,58.05M, ,-69.51%,-3.77%,-146.94%,481.2M,,Energy,KLXE,125.6M,243.2M,,100.43,2.2454
311.83k,,Kodiak Sciences Inc.,,-65.92M,41,1.71B,54.82, ,,20.67%,84.18%,"2631 Hanover Street Palo Alto, CA 94304",Biotechnology,2.13B, ,0.00%,-15.67%,-31.28%,N/A,,Healthcare,KOD,421.86M,1.83M,, ,56.83
1.71M,,Kopin Corporation,,-17.31M,153,147.11M,1.4729, ,,17.86%,24.46%,"125 North Drive Westborough, MA 01581-3335",Electronic Components,162.18M, ,-68.34%,-22.54%,-62.39%,31.85M,,Technology,KOPN,17.64M,2.57M,, ,0.7380
390.49k,,Kornit Digital Ltd.,,258k,547,2.07B,50.92, ,,1.61%,101.61%,12 Ha`Amal Street Afek Park,Specialty Industrial Machinery,2.21B, ,0.76%,-0.83%,0.50%,167.49M,,Industrials,KRNT,165.72M,23.29M,,1.35k,39.70
60.69k,,Koss Corporation,,-262.63k,31,13.69M,1.5488, ,,80.86%,9.18%,"4129 North Port Washington Avenue Milwaukee, WI 53212",Consumer Electronics,13.11M, ,-2.34%,-1.72%,-3.17%,20.15M,,Technology,KOSS,2.06M,2.65M,,154.00,1.2981
1.37M,,"Kratos Defense & Security Solutions, Inc.",,61.5M,"3,000",2.36B,16.43,79.37,,2.39%,86.57%,10680 Treena Street Suite 600 6th Floor,Aerospace & Defense,2.18B,39.58,1.27%,1.96%,1.27%,726M,,Industrials,KTOS,158.6M,379.3M,,287.88,16.44
188.64k,,"Krystal Biotech, Inc.",,-22.38M,51,637.74M,43.30, ,,32.20%,68.25%,2100 Wharton Street Suite 701,Biotechnology,821.23M, ,0.00%,-9.09%,-13.20%,N/A,,Healthcare,KRYS,186.7M,3.21M,, ,48.96
590.37k,,"Kulicke and Soffa Industries, Inc.",,53.84M,"2,929",873.13M,22.56,12.89,,2.41%,95.94%,"No. 01-01, K&S Corporate Headquarters 23A Serangoon North Avenue 5",Semiconductor Equipment & Materials,1.37B, ,5.88%,1.90%,4.17%,561.97M,,Technology,KLIC,640.31M,139.4M,,43.16,23.35
88.21k,,"Kura Sushi USA, Inc.",,-5.78M,"1,400",131.78M,14.11, ,,54.49%,51.85%,17932 Sky Park Circle Suite H,Restaurants,91.76M, ,-16.43%,-7.11%,-25.65%,58.39M,,Consumer Cyclical,KRUS,17.03M,57.05M,,408.21,16.11
69.49k,,"KVH Industries, Inc.",,-11.9M,581,111.57M,8.36, ,,9.79%,67.86%,"50 Enterprise Center Middletown, RI 02842",Communication Equipment,147.54M, ,21.06%,-7.27%,-13.24%,158.08M,,Technology,KVHI,41.03M,6.8M,, ,9.30
35.93k,,L.B. Foster Company,,35.25M,"1,330",209.86M,12.82, ,,7.25%,72.94%,"415 Holiday Drive Pittsburgh, PA 15220",Railroads,137.04M, ,5.84%,2.72%,25.55%,633.36M,,Industrials,FSTR,6.42M,84.1M,,3.69,14.19
713.93k,,La Jolla Pharmaceutical Company,,-82.51M,90,83.56M,4.7618, ,,5.99%,83.61%,"4550 Towne Centre Court San Diego, CA 92121",Biotechnology,128.30M, ,0.00%,-35.00%,N/A,26.25M,,Healthcare,LJPC,77.22M,152.96M,, ,6.0431
1.6k,,"Lake Shore Bancorp, Inc.",,N/A,110, ,12.53, ,,65.66%,8.61%,"31 East Fourth Street Dunkirk, NY 14048",Banks—Regional,71.99M, ,19.16%,0.66%,4.76%,20.46M,,Financial Services,LSBK,45.54M,34.93M,,18.82,13.17
1.05M,,"Lakeland Industries, Inc.",,20.28M,"1,829",162.55M,21.93,10.79,,4.66%,64.46%,"202 Pride Lane SW Decatur, AL 35603",Apparel Manufacturing,183.69M, ,9.62%,11.09%,14.03%,128.71M,,Consumer Cyclical,LAKE,23.47M,2.33M,,14.95,16.35
2.08M,0,Lam Research Corporation,4.7,2.8B,"11,000",51.04B,323.36,18.98,6.4,0.32%,89.83%,"4650 Cushing Parkway Fremont, CA 94538",Semiconductor Equipment & Materials,51.35B,1.98,21.81%,12.27%,42.67%,9.61B,5.8,Technology,LRCX,5.39B,5.29B,17,25.47,287.38
961.15k,0,Lamar Advertising Company (REIT),0.1,769.24M,"3,600",11.07B,67.88,29.15,7.5,0.80%,96.09%,"5321 Corporate Boulevard Baton Rouge, LA 70808",REIT—Specialty,6.77B, ,20.35%,5.32%,32.16%,1.78B,10.1,Real Estate,LAMR,496.64M,4.8B,18,18.65,69.54
156.44k,,Lancaster Colony Corporation,,212.19M,"3,200",4.21B,156.33,29.50,,32.82%,58.66%,380 Polaris Parkway Suite 400,Packaged Foods,4.37B,2.95,10.44%,11.66%,18.76%,1.34B,,Consumer Defensive,LANC,177.8M,27.82M,,31.32,149.37
1.91M,,"Landcadia Holdings II, Inc.",,N/A,,557.90M,12.04, ,,0.00%,53.69%,"1510 West Loop South Houston, TX 77027",Shell Companies,559.37M, ,0.00%,N/A,N/A,N/A,,Financial Services,LCA,1.47M,N/A,,472.04,10.44
158.74k,,Landec Corporation,,11.29M,736,469.54M,9.32,42.55,,2.79%,97.87%,5201 Great America Parkway Suite 232,Packaged Foods,266.73M,4.25,-3.97%,-0.71%,-8.76%,587.01M,,Consumer Defensive,LNDC,2.61M,206.56M,,157.00,10.14
18.58k,,"Landmark Bancorp, Inc.",,N/A,283, ,23.60, ,,21.55%,22.45%,"701 Poyntz Avenue Manhattan, KS 66502",Banks—Regional,91.98M, ,25.32%,1.20%,11.39%,46.77M,,Financial Services,LARK,32.26M,31.98M,,7.96,23.03
376.01k,,"Lands' End, Inc.",,59.13M,"3,111",720.48M,8.38, ,,50.23%,51.96%,"1 Lands' End Lane Dodgeville, WI 53595",Specialty Retail,274.50M, ,0.39%,1.62%,1.70%,1.4B,,Consumer Cyclical,LE,59.13M,505.11M,,49.53,8.67
156.05k,,"Lantronix, Inc.",,-1.38M,210,103.50M,3.5835,15.24,,45.09%,20.89%,7535 Irvine Center Drive Suite 100,Communication Equipment,102.33M, ,-19.94%,-3.29%,-24.87%,52.63M,,Technology,LTRX,6.98M,8.15M,,35.43,3.1972
1.5M,,Lattice Semiconductor Corporation,,92.61M,747,3.98B,28.59,49.26,,1.16%,104.74%,"5555 NE Moore Court Hillsboro, OR 97124-6421",Semiconductors,3.94B, ,10.97%,5.78%,14.18%,403.32M,,Technology,LSCC,176.57M,217.01M,,88.61,22.27
26.02k,,LCNB Corp.,,N/A,332, ,14.74,8.61,,6.56%,37.28%,"2 North Broadway Lebanon, OH 45036",Banks—Regional,189.19M, ,28.93%,1.16%,8.54%,67.89M,,Financial Services,LCNB,42.74M,39.56M,,9.66,14.91
547.74k,,Legend Biotech Corporation,,-160.28M,650,4.31B,38.28, ,,N/A,N/A,"2101 Cottontail Lane Somerset, NJ 08873",Biotechnology,4.55B, ,-268.22%,N/A,N/A,61.43M,,Healthcare,LEGN,248.02M,155.21M,, ,38.24
1.11M,,"Laureate Education, Inc.",,494.51M,"32,000",4.22B,10.26,21.28,,1.82%,105.54%,"650 South Exeter Street Baltimore, MD 21202-4382",Education & Training Services,2.37B,1.42,26.65%,2.66%,10.36%,3.18B,,Consumer Defensive,LAUR,546.68M,2.4B,,9.64,12.92
5.23k,,Leisure Acquisition Corp.,,N/A,,67.78M,10.89, ,,10.39%,80.43%,250 West 57th Street Suite 415,Shell Companies,66.38M, ,0.00%,-1.90%,-15.20%,N/A,,Financial Services,LACQ,167.95k,1.57M,,25.88,10.56
142,,Leisure Acquisition Corp.,,N/A,, ,11.68, ,,0.00%,8.33%,250 West 57th Street Suite 415,Shell Companies,, ,0.00%,-1.90%,-15.20%,N/A,,Financial Services,LACQU,167.95k,1.57M,, ,10.73
170.92k,,"LendingTree, Inc.",,139.45M,"1,100",5.00B,299.26,147.06,,39.70%,76.46%,"11115 Rushmore Drive Charlotte, NC 28277",Mortgage Finance,4.64B,7.36,2.90%,5.01%,14.92%,1.13B,,Financial Services,TREE,51.21M,429.09M,,88.86,267.87
1.96M,,LexinFintech Holdings Ltd.,,N/A,"3,227",2.75B,10.86,5.19,,4.88%,39.97%,CES Tower 27th Floor No. 3099 Keyuan South Road Nanshan District,Credit Services,1.63B, ,10.52%,7.65%,27.15%,N/A,,Financial Services,LX,N/A,N/A,,10.14,10.57
89.55k,,LF Capital Acquisition Corp.,,N/A,,213.49M,10.74, ,,0.00%,79.44%,"600 Madison Avenue New York, NY 10022",Shell Companies,212.69M, ,0.00%,-0.47%,26.64%,N/A,,Financial Services,LFAC,385.76k,1.18M,,73.07,10.47
257,,LF Capital Acquisition Corp.,,N/A,, ,12.33, ,,0.00%,19.21%,"600 Madison Avenue New York, NY 10022",Shell Companies,, ,0.00%,-0.47%,26.64%,N/A,,Financial Services,LFACU,385.76k,1.18M,, ,10.96
396.58k,,"LGI Homes, Inc.",,264.3M,953,3.41B,95.68,12.71,,11.70%,86.81%,1450 Lake Robbins Drive Suite 430,Residential Construction,2.78B, ,10.13%,10.44%,26.44%,2.01B,,Consumer Cyclical,LGIH,118.23M,749.83M,,13.94,76.06
308.48k,,"LHC Group, Inc.",,175.93M,"32,000",6.33B,173.47,46.30,,5.31%,95.15%,"901 Hugh Wallis Road South Lafayette, LA 70508",Medical Care Facilities,5.94B,3.08,4.73%,4.64%,7.99%,2.09B,,Healthcare,LHCG,8.31M,396.91M,,59.31,148.10
686.33k,0,Liberty Broadband Corporation,2.4,-28.45M,,24.55B,129.18,43.67,8.5,3.01%,67.35%,"12300 Liberty Boulevard Englewood, CO 80112",Entertainment,23.99B, ,797.65%,-0.16%,1.16%,15.51M,9.9,Communication Services,LBRDK,18.36M,573.27M,21,194.60,125.51
1.97M,1,Liberty Global plc,1.8,4.59B,"20,200",33.91B,22.64,476.19,7.9,3.44%,94.43%,Griffin House 161 Hammersmith Road,Entertainment,13.59B, ,107.92%,1.35%,-1.01%,11.55B,8.4,Communication Services,LBTYA,7.42B,29.27B,18, ,20.44
7.73k,,Liberty Global plc,,4.59B,"20,200",33.91B,23.30,476.19,,97.97%,0.28%,Griffin House 161 Hammersmith Road,Entertainment,13.59B, ,107.92%,1.35%,-1.01%,11.55B,,Communication Services,LBTYB,7.42B,29.27B,, ,21.79
1.19M,,Liberty Latin America Ltd.,,1.45B,"10,000",9.00B,9.75,47.17,,6.98%,93.98%,1550 Wewatta Street Suite 710,Telecom Services,1.76B, ,-5.68%,2.53%,-8.22%,3.86B,,Communication Services,LILAK,1.61B,9.27B,, ,12.21
88.51k,,The Liberty Braves Group,,39M,,1.36B,19.92, ,,3.64%,80.20%,"12300 Liberty Boulevard Englewood, CO 80112",Entertainment,985.54M, ,9.87%,-1.33%,11.79%,476M,,Communication Services,BATRA,321M,694M,,20.93,22.31
236.98k,,The Liberty Braves Group,,39M,,1.36B,19.55, ,,10.24%,79.86%,"12300 Liberty Boulevard Englewood, CO 80112",Entertainment,985.54M, ,9.87%,-1.33%,11.79%,476M,,Communication Services,BATRK,321M,694M,,20.62,22.00
1.08M,,The Liberty SiriusXM Group,,2.21B,,21.88B,35.30,21.93,,3.80%,95.81%,"12300 Liberty Boulevard Englewood, CO 80112",Broadcasting,13.19B, ,8.08%,3.29%,5.55%,8B,,Communication Services,LSXMA,386M,9.07B,,17.04,37.43
911,,The Liberty SiriusXM Group,,2.21B,,21.88B,36.80,23.09,,96.78%,0.95%,"12300 Liberty Boulevard Englewood, CO 80112",Broadcasting,13.19B, ,8.08%,3.29%,5.55%,8B,,Communication Services,LSXMB,386M,9.07B,,17.94,38.33
1.49M,1,The Liberty SiriusXM Group,0.2,2.21B,,21.88B,35.05,21.88,9.9,10.32%,82.82%,"12300 Liberty Boulevard Englewood, CO 80112",Broadcasting,13.19B, ,8.08%,3.29%,5.55%,8B,9.4,Communication Services,LSXMK,386M,9.07B,19,17.00,37.48
1.79M,,"Liberty TripAdvisor Holdings, Inc.",,239M,"4,194",554.41M,2.3679, ,,0.24%,94.79%,"12300 Liberty Boulevard Englewood, CO 80112",Internet Content & Information,298.41M, ,-3.08%,0.81%,-4.74%,1.46B,,Communication Services,LTRPA,812M,740M,,58.92,3.3623
4.28k,,LifeSci Acquisition Corp.,,N/A,,82.63M,9.99, ,,N/A,N/A,250 West 55th Street Suite 3401,Shell Companies,82.38M, ,0.00%,N/A,N/A,N/A,,Financial Services,LSAC,749.21k,1M,, ,9.96
31.86k,,"Lifetime Brands, Inc.",,52.05M,"1,400",523.56M,6.74,20.24,,41.49%,47.19%,"1000 Stewart Avenue Garden City, NY 11530","Furnishings, Fixtures & Appliances",152.33M,1.56,-9.27%,2.20%,-28.38%,730.05M,,Consumer Cyclical,LCUT,85.28M,460.78M,,126.43,6.03
99.34k,,LifeVantage Corporation,,17.42M,227,181.06M,13.63, ,,6.87%,47.92%,9785 South Monroe Street Suite 400,Household & Personal Products,192.66M, ,5.06%,17.53%,43.61%,229.72M,,Consumer Defensive,LFVN,13.46M,1.87M,,17.04,13.68
34.12k,,"Lifeway Foods, Inc.",,2.03M,307,42.89M,2.5394, ,,74.14%,8.85%,"6431 West Oakton Street Morton Grove, IL 60053",Packaged Foods,41.39M, ,1.04%,-1.42%,2.29%,94.44M,,Consumer Defensive,LWAY,1.98M,3.48M,,44.33,2.3399
327.86k,,Ligand Pharmaceuticals Incorporated,,28.15M,115,1.64B,115.61,34.72,,4.85%,147.02%,3911 Sorrento Valley Boulevard Suite 110,Biotechnology,1.96B,2.32,-55.63%,-0.52%,-7.02%,109.96M,,Healthcare,LGND,771.69M,455.15M,,3.35,98.72
83.06k,,Lightbridge Corporation,,N/A,13,7.65M,4.75, ,,0.62%,4.58%,11710 Plaza America Drive Suite 2000,Electrical Equipment & Parts,23.98M, ,0.00%,-23.79%,-45.23%,N/A,,Industrials,LTBR,16.33M,N/A,, ,4.16
